seq,tracklet_key,video,camera,start_frame,end_frame,n_dets,avg_conf,predicted_global_id,component_label,component_size,prediction_confidence,decision_status,component_internal_edges,component_internal_prob_median,component_internal_score_median,component_external_prob_max,component_margin_prob
125,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:212:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33400,33578,178,0.768914,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
126,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:213:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33411,33419,9,0.858379,96000016,15,2,0.34,forced_component,0,0.0,0.0,0.0,0.0
127,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:214:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33424,33619,163,0.645896,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
128,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:215:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33425,33724,276,0.664752,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
129,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:216:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33453,33612,106,0.710468,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
130,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:217:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33453,33752,299,0.662082,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
131,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:218:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33496,33613,75,0.433245,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
132,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:219:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33506,33624,111,0.425466,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
133,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:21:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27881,28180,282,0.811793,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
134,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:220:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33521,33752,219,0.57395,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
135,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:221:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33527,33822,272,0.79502,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
136,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:222:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33535,33535,1,0.861525,96000023,21,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
137,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:223:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33548,33593,46,0.592819,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
138,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:224:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33559,33781,193,0.691245,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
139,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:225:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33561,33620,50,0.620408,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
140,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:226:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33578,33627,50,0.781744,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
142,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:228:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33646,33682,37,0.532248,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
144,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:22:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27918,28159,161,0.752677,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
145,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:230:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33671,33699,29,0.435695,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
146,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:231:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33693,33763,70,0.668209,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
148,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:233:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33735,33782,42,0.356113,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
149,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:234:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,33753,33963,195,0.788191,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
150,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:235:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,34949,35248,292,0.420471,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
155,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:23:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27955,28254,287,0.743561,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
162,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:246:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,39972,40235,189,0.374964,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
163,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:247:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,40020,40319,286,0.409003,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
166,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:24:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27989,27989,1,0.782845,96000027,25,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
171,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:254:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49319,49618,299,0.834807,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
172,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:255:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49405,49565,158,0.863973,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
173,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:256:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49492,49738,247,0.844562,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
174,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:257:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49532,49534,2,0.801071,96000030,28,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
175,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:258:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49560,49859,298,0.828745,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
177,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:25:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28012,28171,150,0.666257,96000031,29,45,0.7,forced_component,0,0.0,0.0,0.0,0.0
178,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:260:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49721,49769,38,0.48721,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
179,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:261:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,49860,49953,94,0.699736,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
180,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:262:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,50052,50151,100,0.817132,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
181,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:26:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28015,28310,292,0.737931,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
182,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:27:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28080,28115,36,0.777221,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
183,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:28:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28084,28180,83,0.83082,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
185,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:2:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,13277,13586,115,0.276923,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
186,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:30:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28120,28419,300,0.808309,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
187,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:31:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28122,28421,300,0.860962,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
188,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:32:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28133,28169,24,0.689284,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
189,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:33:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28154,28176,11,0.672008,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
190,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:34:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28163,28462,294,0.740792,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
191,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:35:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28165,28464,261,0.770367,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
192,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:36:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28167,28405,238,0.830393,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
193,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:37:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28181,28239,59,0.802734,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
194,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:38:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28227,28273,35,0.715169,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
196,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:3:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,13292,13497,105,0.254441,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
197,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:40:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28259,28558,292,0.863611,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
198,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:41:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28279,28578,300,0.841654,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
199,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:42:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28335,28397,62,0.557321,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
200,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:43:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28420,28719,300,0.876036,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
201,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:44:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28422,28721,300,0.787017,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
202,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:45:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28448,28555,28,0.617424,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
203,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:46:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28463,28762,300,0.730871,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
205,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:48:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28481,28780,269,0.383545,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
206,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:49:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28559,28624,50,0.715017,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
208,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:50:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28579,28878,300,0.923379,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
209,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:51:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28600,28666,41,0.773729,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
210,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:52:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28634,28933,290,0.766186,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
211,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:53:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28720,29019,300,0.892801,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
212,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:54:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28722,28806,74,0.323602,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
213,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:55:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28760,28784,25,0.395755,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
214,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:56:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28763,29062,300,0.757315,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
215,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:57:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28781,28986,186,0.35773,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
216,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:58:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28786,28992,165,0.612668,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
217,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:59:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28879,29178,300,0.880289,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
219,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:60:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28899,29198,285,0.813169,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
220,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:61:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,28934,29233,299,0.858778,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
222,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:63:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29020,29319,300,0.887489,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
223,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:64:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29063,29362,300,0.801961,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
224,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:65:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29072,29371,297,0.589277,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
225,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:66:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29133,29135,3,0.724208,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
226,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:67:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29179,29180,2,0.590599,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
227,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:68:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29179,29478,300,0.890655,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
228,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:69:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29199,29498,285,0.865525,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
230,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:70:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29234,29269,36,0.868764,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
231,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:71:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29240,29284,34,0.776622,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
232,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:72:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29269,29394,105,0.779648,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
233,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:73:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29320,29549,224,0.896672,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
234,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:74:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29347,29556,198,0.786301,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
235,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:75:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29363,29662,300,0.778964,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
236,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:76:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29372,29671,274,0.602728,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
237,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:77:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29442,29461,7,0.429909,96000034,32,2,0.34,forced_component,0,0.0,0.0,0.0,0.0
238,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:78:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29479,29778,187,0.901908,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
239,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:79:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29499,29613,107,0.84892,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
240,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:7:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,19044,19139,58,0.432354,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
241,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:80:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29514,29813,300,0.852512,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
242,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:81:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29539,29838,299,0.867703,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
243,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:82:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29555,29679,101,0.749478,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
244,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:83:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29592,29616,25,0.822119,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
246,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:85:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29657,29956,178,0.786774,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
247,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:86:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29663,29703,30,0.734941,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
248,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:87:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29672,29971,300,0.665968,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
249,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:88:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29691,29990,300,0.738135,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
250,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:89:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29718,30016,233,0.806265,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
251,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:8:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27523,27756,199,0.871758,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
252,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:90:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29742,29772,31,0.925405,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
253,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:91:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29779,29817,38,0.838095,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
254,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:92:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29811,29858,48,0.824692,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
255,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:93:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29814,30054,231,0.882379,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
256,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:94:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29839,30138,300,0.877772,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
257,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:95:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29858,30128,223,0.818858,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
258,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:96:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29957,30256,204,0.785293,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
259,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:97:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29972,30271,300,0.465165,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
260,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:98:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29982,30281,283,0.821801,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
261,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:99:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,29991,30290,300,0.771825,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
262,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6:9:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc6,MCAM00,27540,27577,38,0.763727,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
263,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:0:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,6156,6249,93,0.665592,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
264,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:100:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12705,13004,219,0.769759,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
265,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:101:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12860,13159,294,0.874093,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
266,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:102:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12870,12927,54,0.677992,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
267,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:103:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12875,13060,160,0.760851,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
